,x,y,h,x,y,h,x,y,h,x,y,h,x,y,h,x,y,h,reward,done,ego_x,ego_y
4.4,5.4438700000000108e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4235000000000002e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0035500000000002e+02,-3.9449999999999985e+00,0.0000000000000000e+00,3.0801000000000005e+02,-7.8550000000000004e+00,1.0869137177272363e-02,1.7319999999999999e+02,-4.1950000000000003e+00,0.0000000000000000e+00,4.6278380000000033e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,323.6185369130996,-10.89076102813991
4.44,5.4602100000000110e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4380000000000001e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0172500000000002e+02,-3.9449999999999985e+00,0.0000000000000000e+00,3.0893000000000001e+02,-7.8449999999999989e+00,0.0000000000000000e+00,1.7466000000000000e+02,-4.1950000000000003e+00,0.0000000000000000e+00,4.6444340000000034e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,325.0859702858699,-10.87667935153608
4.48,5.4765500000000111e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4526000000000005e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0309500000000003e+02,-3.9449999999999985e+00,0.0000000000000000e+00,3.0985000000000002e+02,-7.8449999999999989e+00,1.0988568682731131e-02,1.7613000000000000e+02,-4.1950000000000003e+00,-6.8026161548098846e-03,4.6610300000000035e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,326.55472138272563,-10.862588406507408
4.52,5.4928900000000112e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4671000000000004e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0446499999999997e+02,-3.9449999999999985e+00,0.0000000000000000e+00,3.1076000000000005e+02,-7.8350000000000009e+00,0.0000000000000000e+00,1.7759999999999999e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.6776260000000036e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,328.0247662164422,-10.848485545955567
4.56,5.5092300000000114e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4817000000000002e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0583499999999998e+02,-3.9449999999999985e+00,-7.3528086666918855e-03,3.1167000000000002e+02,-7.8350000000000009e+00,1.0988568682735034e-02,1.7906999999999999e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.6942220000000037e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,329.4960811840332,-10.834360774884129
4.6,5.5255700000000115e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4962000000000000e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0719499999999999e+02,-3.9550000000000001e+00,0.0000000000000000e+00,3.1258000000000004e+02,-7.8249999999999993e+00,0.0000000000000000e+00,1.8053999999999999e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.7108180000000038e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,330.9686433149124,-10.82022763969686
4.64,5.5419100000000117e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.5107000000000005e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0854500000000002e+02,-3.9550000000000001e+00,0.0000000000000000e+00,3.1348000000000002e+02,-7.8249999999999993e+00,1.0988568682731131e-02,1.8200000000000000e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.7274140000000040e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,332.44242994112756,-10.806086261296493
4.68,5.5582500000000118e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.5253000000000003e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.0991500000000002e+02,-3.9550000000000001e+00,0.0000000000000000e+00,3.1439000000000004e+02,-7.8150000000000013e+00,0.0000000000000000e+00,1.8347000000000000e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.7440100000000041e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,333.91741880769683,-10.791928743469601
4.72,5.5745900000000120e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.5399000000000001e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.1127499999999998e+02,-3.9550000000000001e+00,-7.3528086666918855e-03,3.1530000000000001e+02,-7.8150000000000013e+00,0.0000000000000000e+00,1.8494999999999999e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.7606060000000042e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,335.3924076742661,-10.77777122564271
4.76,5.5909300000000121e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.5544000000000005e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.1263499999999999e+02,-3.9650000000000016e+00,0.0000000000000000e+00,3.1621000000000004e+02,-7.8150000000000013e+00,1.0869137177272363e-02,1.8641000000000000e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.7772020000000043e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,336.8673965408354,-10.763613707815818
4.8,5.6072700000000123e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.5690000000000003e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.1400500000000000e+02,-3.9650000000000016e+00,0.0000000000000000e+00,3.1713000000000000e+02,-7.8049999999999997e+00,0.0000000000000000e+00,1.8788000000000000e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.7937980000000044e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,338.34238540740466,-10.749456189988926
4.84,5.6236100000000124e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.5834000000000003e+02,-3.7550000000000017e+00,0.0000000000000000e+00,3.1537500000000000e+02,-3.9650000000000016e+00,0.0000000000000000e+00,3.1805000000000001e+02,-7.8049999999999997e+00,0.0000000000000000e+00,1.8934999999999999e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.8103940000000046e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,339.81737427397394,-10.735298672162035
4.88,5.6399500000000126e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.5979000000000002e+02,-3.7550000000000017e+00,-6.8964423883471435e-03,3.1675500000000000e+02,-3.9650000000000016e+00,0.0000000000000000e+00,3.1896000000000004e+02,-7.8049999999999997e+00,1.0869137177268501e-02,1.9081000000000000e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.8269900000000047e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,341.2923631405432,-10.721141154335143
4.92,5.6562900000000127e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.6124000000000001e+02,-3.7649999999999997e+00,0.0000000000000000e+00,3.1812500000000000e+02,-3.9650000000000016e+00,-7.2462499798957346e-03,3.1988000000000000e+02,-7.7950000000000017e+00,0.0000000000000000e+00,1.9226999999999998e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.8435860000000048e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,342.7673520071125,-10.706983636508252
4.96,5.6726300000000128e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.6268000000000001e+02,-3.7649999999999997e+00,0.0000000000000000e+00,3.1950500000000000e+02,-3.9749999999999996e+00,0.0000000000000000e+00,3.2079000000000002e+02,-7.7950000000000017e+00,0.0000000000000000e+00,1.9373999999999998e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.8601820000000049e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,344.24234087368177,-10.69282611868136
5.0,5.6889700000000130e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.6413000000000005e+02,-3.7649999999999997e+00,0.0000000000000000e+00,3.2087500000000000e+02,-3.9749999999999996e+00,0.0000000000000000e+00,3.2170000000000005e+02,-7.7950000000000017e+00,0.0000000000000000e+00,1.9520999999999998e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.8767780000000050e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,345.71732974025105,-10.678668600854468
5.04,5.7053100000000131e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.6558000000000004e+02,-3.7649999999999997e+00,0.0000000000000000e+00,3.2225500000000000e+02,-3.9749999999999996e+00,0.0000000000000000e+00,3.2261000000000001e+02,-7.7950000000000017e+00,1.0988568682735034e-02,1.9668000000000001e+02,-4.2050000000000018e+00,0.0000000000000000e+00,4.8933740000000051e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,347.1923186068203,-10.664511083027577
5.08,5.7216500000000133e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.6703000000000003e+02,-3.7649999999999997e+00,-6.8964423883495938e-03,3.2362500000000000e+02,-3.9749999999999996e+00,0.0000000000000000e+00,3.2352000000000004e+02,-7.7850000000000001e+00,0.0000000000000000e+00,1.9815000000000001e+02,-4.2050000000000018e+00,6.8026161548098846e-03,4.9099700000000053e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,348.6673074733896,-10.650353565200685
5.12,5.7379900000000134e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.6848000000000002e+02,-3.7750000000000012e+00,0.0000000000000000e+00,3.2500500000000000e+02,-3.9749999999999996e+00,-7.2991404436983185e-03,3.2443000000000001e+02,-7.7850000000000001e+00,0.0000000000000000e+00,1.9962000000000000e+02,-4.1950000000000003e+00,0.0000000000000000e+00,4.9265660000000054e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,350.1422963399589,-10.636196047373794
5.16,5.7543300000000136e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.6994000000000005e+02,-3.7750000000000012e+00,0.0000000000000000e+00,3.2637500000000000e+02,-3.9850000000000012e+00,0.0000000000000000e+00,3.2534000000000003e+02,-7.7850000000000001e+00,0.0000000000000000e+00,2.0109000000000000e+02,-4.1950000000000003e+00,0.0000000000000000e+00,4.9431620000000055e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,351.61728520652815,-10.622038529546902
5.2,5.7706700000000137e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.7140000000000003e+02,-3.7750000000000012e+00,0.0000000000000000e+00,3.2774500000000000e+02,-3.9850000000000012e+00,0.0000000000000000e+00,3.2624000000000001e+02,-7.7850000000000001e+00,0.0000000000000000e+00,2.0256000000000000e+02,-4.1950000000000003e+00,0.0000000000000000e+00,4.9597580000000056e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,353.0922740730974,-10.60788101172001
5.24,5.7870100000000139e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.7286000000000001e+02,-3.7750000000000012e+00,-6.8492079639335185e-03,3.2910500000000002e+02,-3.9850000000000012e+00,0.0000000000000000e+00,3.2714000000000004e+02,-7.7850000000000001e+00,0.0000000000000000e+00,2.0403000000000000e+02,-4.1950000000000003e+00,6.8026161548098846e-03,4.9763540000000057e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,354.5672629396667,-10.593723493893119
5.28,5.8033500000000140e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.7432000000000005e+02,-3.7849999999999993e+00,0.0000000000000000e+00,3.3047500000000002e+02,-3.9850000000000012e+00,-7.2462499798957346e-03,3.2804000000000002e+02,-7.7850000000000001e+00,0.0000000000000000e+00,2.0550000000000000e+02,-4.1849999999999987e+00,0.0000000000000000e+00,4.9929500000000058e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,356.042251806236,-10.579565976066228
5.32,5.8196900000000142e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.7579000000000002e+02,-3.7849999999999993e+00,-6.8964423883495938e-03,3.3185500000000002e+02,-3.9949999999999992e+00,0.0000000000000000e+00,3.2895000000000005e+02,-7.7850000000000001e+00,0.0000000000000000e+00,2.0697000000000000e+02,-4.1849999999999987e+00,0.0000000000000000e+00,5.0095460000000060e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,357.51724067280526,-10.565408458239336
5.36,5.8360300000000143e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.7724000000000001e+02,-3.7950000000000008e+00,0.0000000000000000e+00,3.3322500000000002e+02,-3.9949999999999992e+00,0.0000000000000000e+00,3.2985000000000002e+02,-7.7850000000000001e+00,0.0000000000000000e+00,2.0844000000000000e+02,-4.1849999999999987e+00,6.8026161548074672e-03,5.0261420000000061e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,358.99222953937453,-10.551250940412444
5.4,5.8523700000000144e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.7868000000000001e+02,-3.7950000000000008e+00,-6.9443328150141804e-03,3.3458499999999998e+02,-3.9949999999999992e+00,-7.2991404436983185e-03,3.3076000000000005e+02,-7.7850000000000001e+00,-1.0988568682735721e-02,2.0991000000000000e+02,-4.1750000000000007e+00,0.0000000000000000e+00,5.0427380000000062e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,360.4672184059438,-10.537093422585553
5.44,5.8687100000000146e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.8012000000000000e+02,-3.8049999999999988e+00,0.0000000000000000e+00,3.3595499999999998e+02,-4.0050000000000008e+00,0.0000000000000000e+00,3.3167000000000002e+02,-7.7950000000000017e+00,0.0000000000000000e+00,2.1138999999999999e+02,-4.1750000000000007e+00,0.0000000000000000e+00,5.0593340000000063e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,361.9422072725131,-10.522935904758661
5.48,5.8850500000000147e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.8157000000000005e+02,-3.8049999999999988e+00,-6.8964423883495938e-03,3.3732499999999999e+02,-4.0050000000000008e+00,0.0000000000000000e+00,3.3258000000000004e+02,-7.7950000000000017e+00,0.0000000000000000e+00,2.1285999999999999e+02,-4.1750000000000007e+00,6.8026161548098846e-03,5.0759300000000064e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,363.41719613908236,-10.50877838693177
5.52,5.9013900000000149e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.8302000000000004e+02,-3.8150000000000004e+00,-6.8964423883471435e-03,3.3870499999999998e+02,-4.0050000000000008e+00,-7.3528086666892730e-03,3.3349000000000001e+02,-7.7950000000000017e+00,-1.1110653897604841e-02,2.1432999999999998e+02,-4.1649999999999991e+00,0.0000000000000000e+00,5.0925260000000065e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,364.89218500565164,-10.494620869104878
5.56,5.9177300000000150e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.8447000000000003e+02,-3.8249999999999984e+00,-6.8964423883495938e-03,3.4006500000000000e+02,-4.0149999999999988e+00,0.0000000000000000e+00,3.3439000000000004e+02,-7.8049999999999997e+00,0.0000000000000000e+00,2.1581000000000000e+02,-4.1649999999999991e+00,6.7566539357839473e-03,5.1091220000000067e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,366.3671738722209,-10.480463351277987
5.6,5.9340700000000152e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.8592000000000002e+02,-3.8350000000000000e+00,0.0000000000000000e+00,3.4144499999999999e+02,-4.0149999999999988e+00,0.0000000000000000e+00,3.3529000000000002e+02,-7.8049999999999997e+00,0.0000000000000000e+00,2.1728999999999999e+02,-4.1550000000000011e+00,0.0000000000000000e+00,5.1257180000000062e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,367.8421627387902,-10.466305833451095
5.64,5.9504100000000153e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.8737000000000000e+02,-3.8350000000000000e+00,-6.8026161548097527e-03,3.4280500000000001e+02,-4.0149999999999988e+00,0.0000000000000000e+00,3.3617000000000002e+02,-7.8049999999999997e+00,-1.1235482257964658e-02,2.1875999999999999e+02,-4.1550000000000011e+00,6.8492079639360850e-03,5.1423140000000069e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,369.31715160535947,-10.452148315624203
5.68,5.9667500000000155e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.8884000000000003e+02,-3.8450000000000015e+00,-6.8492079639337847e-03,3.4418500000000000e+02,-4.0149999999999988e+00,-7.2991404436983185e-03,3.3706000000000000e+02,-7.8150000000000013e+00,0.0000000000000000e+00,2.2022000000000000e+02,-4.1449999999999996e+00,0.0000000000000000e+00,5.1589100000000064e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,370.79214047192875,-10.437990797797312
5.72,5.9830900000000156e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.9030000000000001e+02,-3.8549999999999995e+00,-6.8026161548097527e-03,3.4555500000000001e+02,-4.0250000000000004e+00,0.0000000000000000e+00,3.3797000000000003e+02,-7.8150000000000013e+00,-1.1235482257960666e-02,2.2169999999999999e+02,-4.1449999999999996e+00,6.8492079639336520e-03,5.1755060000000060e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,372.267129338498,-10.42383327997042
5.76,5.9994300000000158e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.9177000000000004e+02,-3.8650000000000011e+00,-6.8492079639337847e-03,3.4693500000000000e+02,-4.0250000000000004e+00,0.0000000000000000e+00,3.3886000000000001e+02,-7.8249999999999993e+00,0.0000000000000000e+00,2.2316000000000000e+02,-4.1350000000000016e+00,0.0000000000000000e+00,5.1921020000000055e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,373.7421182050673,-10.409675762143529
5.8,6.0157700000000159e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.9323000000000002e+02,-3.8749999999999991e+00,-6.8964423883495938e-03,3.4831500000000000e+02,-4.0250000000000004e+00,-7.3528086666892730e-03,3.3975000000000000e+02,-7.8249999999999993e+00,-1.1110653897608787e-02,2.2462000000000000e+02,-4.1350000000000016e+00,6.8492079639362186e-03,5.2086980000000051e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,375.2171070716366,-10.395518244316637
5.84,6.0321100000000160e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.9468000000000001e+02,-3.8850000000000007e+00,-6.8492079639335185e-03,3.4967500000000001e+02,-4.0349999999999984e+00,0.0000000000000000e+00,3.4065000000000003e+02,-7.8350000000000009e+00,-1.0988568682731818e-02,2.2607999999999998e+02,-4.1250000000000000e+00,0.0000000000000000e+00,5.2252940000000046e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,376.69209593820585,-10.381360726489746
5.88,6.0484500000000162e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.9614000000000004e+02,-3.8949999999999987e+00,-1.3792228836835754e-02,3.5105500000000001e+02,-4.0349999999999984e+00,0.0000000000000000e+00,3.4156000000000000e+02,-7.8449999999999989e+00,0.0000000000000000e+00,2.2754999999999998e+02,-4.1250000000000000e+00,6.8026161548074672e-03,5.2418900000000042e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,378.16708480477513,-10.367203208662854
5.92,6.0647900000000163e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.9759000000000003e+02,-3.9150000000000018e+00,-6.8964423883471435e-03,3.5243500000000000e+02,-4.0349999999999984e+00,0.0000000000000000e+00,3.4246000000000004e+02,-7.8449999999999989e+00,-1.1235482257964658e-02,2.2901999999999998e+02,-4.1150000000000020e+00,0.0000000000000000e+00,5.2584860000000037e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,379.6420736713444,-10.353045690835962
5.96,6.0811300000000165e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.9904000000000002e+02,-3.9249999999999998e+00,-6.8026161548097527e-03,3.5381500000000000e+02,-4.0349999999999984e+00,0.0000000000000000e+00,3.4335000000000002e+02,-7.8550000000000004e+00,0.0000000000000000e+00,2.3048999999999998e+02,-4.1150000000000020e+00,6.8026161548098846e-03,5.2750820000000033e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,381.1170625379137,-10.338888173009071
6.0,6.0974700000000166e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.0051000000000005e+02,-3.9350000000000014e+00,-6.8964423883471435e-03,3.5519499999999999e+02,-4.0349999999999984e+00,-7.2462499798983089e-03,3.4424000000000001e+02,-7.8550000000000004e+00,-1.1363147264288526e-02,2.3195999999999998e+02,-4.1050000000000004e+00,0.0000000000000000e+00,5.2916780000000028e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,382.59205140448296,-10.32473065518218
6.04,6.1138100000000168e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.0196000000000004e+02,-3.9449999999999994e+00,-6.8492079639362186e-03,3.5657499999999999e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4512000000000000e+02,-7.8649999999999984e+00,-1.1235482257963940e-02,2.3341999999999999e+02,-4.1050000000000004e+00,6.8492079639360850e-03,5.3082740000000024e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,384.06704027105224,-10.310573137355288
6.08,6.1301500000000169e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.0342000000000002e+02,-3.9550000000000010e+00,-1.3697773372865155e-02,3.5795499999999998e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4601000000000005e+02,-7.8750000000000000e+00,0.0000000000000000e+00,2.3488000000000000e+02,-4.0949999999999989e+00,0.0000000000000000e+00,5.3248700000000019e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,385.5420291376215,-10.296415619528396
6.12,6.1464900000000171e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.0488000000000005e+02,-3.9750000000000005e+00,-6.8026161548075991e-03,3.5932499999999999e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4692000000000002e+02,-7.8750000000000000e+00,-1.1235482257964658e-02,2.3634000000000000e+02,-4.0949999999999989e+00,6.8026161548074672e-03,5.3414660000000015e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,387.0170180041908,-10.282258101701505
6.16,6.1628300000000172e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.0635000000000002e+02,-3.9849999999999985e+00,-6.8492079639362186e-03,3.6070499999999998e+02,-4.0449999999999999e+00,-7.3528086666918855e-03,3.4781000000000000e+02,-7.8850000000000016e+00,-1.1235482257959948e-02,2.3781000000000000e+02,-4.0850000000000009e+00,0.0000000000000000e+00,5.3580620000000010e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,388.49200687076006,-10.268100583874613
6.2,6.1791700000000174e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.0781000000000000e+02,-3.9950000000000001e+00,-1.3604602777774739e-02,3.6206500000000000e+02,-4.0550000000000015e+00,0.0000000000000000e+00,3.4870000000000005e+02,-7.8949999999999996e+00,-1.1363147264292562e-02,2.3925999999999999e+02,-4.0850000000000009e+00,6.8964423883495938e-03,5.3746580000000006e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,389.96699573732934,-10.253943066047722
6.24,6.1955100000000175e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.0928000000000003e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.6344499999999999e+02,-4.0550000000000015e+00,0.0000000000000000e+00,3.4958000000000004e+02,-7.9050000000000011e+00,0.0000000000000000e+00,2.4070999999999998e+02,-4.0749999999999993e+00,0.0000000000000000e+00,5.3912540000000001e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,391.4419846038986,-10.23978554822083
6.28,6.2118500000000176e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.1070760000000001e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.6481500000000000e+02,-4.0550000000000015e+00,0.0000000000000000e+00,3.5048000000000002e+02,-7.9050000000000011e+00,-1.1110653897605544e-02,2.4216000000000000e+02,-4.0749999999999993e+00,0.0000000000000000e+00,5.4078499999999997e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,392.9169734704679,-10.225628030393938
6.32,6.2281900000000178e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.1213520000000000e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.6617500000000001e+02,-4.0550000000000015e+00,-7.2462499798957346e-03,3.5138000000000000e+02,-7.9149999999999991e+00,-1.0988568682735034e-02,2.4360999999999999e+02,-4.0749999999999993e+00,6.8964423883470082e-03,5.4244459999999992e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,394.39196233703717,-10.211470512567047
6.36,6.2445300000000179e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.1356279999999998e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.6755500000000001e+02,-4.0649999999999995e+00,0.0000000000000000e+00,3.5229000000000002e+02,-7.9250000000000007e+00,0.0000000000000000e+00,2.4506000000000000e+02,-4.0650000000000013e+00,0.0000000000000000e+00,5.4410419999999988e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,395.86695120360645,-10.197312994740155
6.4,6.2608700000000181e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.1499039999999997e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.6892500000000001e+02,-4.0649999999999995e+00,0.0000000000000000e+00,3.5321000000000004e+02,-7.9250000000000007e+00,-1.0752273791099019e-02,2.4650999999999999e+02,-4.0650000000000013e+00,0.0000000000000000e+00,5.4576379999999983e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,397.3419400701757,-10.183155476913264
6.44,6.2772100000000182e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.1641799999999995e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.7030500000000001e+02,-4.0649999999999995e+00,0.0000000000000000e+00,3.5414000000000004e+02,-7.9349999999999987e+00,-1.1110653897609490e-02,2.4797000000000000e+02,-4.0650000000000013e+00,6.9928930053343875e-03,5.4742339999999979e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,398.816928936745,-10.168997959086372
6.48,6.2935500000000184e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.1784559999999993e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.7168500000000000e+02,-4.0649999999999995e+00,-7.1941204902932713e-03,3.5504000000000002e+02,-7.9450000000000003e+00,-1.1110653897609490e-02,2.4940000000000001e+02,-4.0549999999999997e+00,0.0000000000000000e+00,5.4908299999999974e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,400.2919178033143,-10.15484044125948
6.52,6.3098900000000185e+02,-4.0449999999999999e+00,0.0000000000000000e+00,4.1927319999999992e+02,-4.0149999999999997e+00,0.0000000000000000e+00,3.7307499999999999e+02,-4.0750000000000011e+00,0.0000000000000000e+00,3.5594000000000000e+02,-7.9550000000000018e+00,0.0000000000000000e+00,2.5084999999999999e+02,-4.0549999999999997e+00,0.0000000000000000e+00,5.5074259999999970e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,1.0,401.76690666988355,-10.140682923432589
